BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
50:78:B3:A7:6B:94,2023-05-09 01:13:05,2023-05-09 02:51:18,1,10,WPA2, ,PSK,-80, ,0,0.0.0.0,11,DIGI-ARX-24, ,44.278448,26.049546
F4:F2:6D:BF:D0:31,2023-05-09 01:15:41,2023-05-09 02:52:06,11,10,WPA2, ,PSK,-80, ,0,0.0.0.0,7,TP-Link, ,44.278448,26.049546
C4:44:7D:DE:A6:4C,2023-05-09 01:06:38,2023-05-09 02:53:26,4,10,WPA2, ,PSK,-76, ,0,0.0.0.0,11,HUAWEI-CWFT, ,44.2784479999999,26.049546
CC:06:77:C3:75:98,2023-05-09 01:02:47,2023-05-09 02:53:48,11,10,WPA2, ,PSK,-86, ,0,0.0.0.0,15,DIGI - Mikrotik, ,44.278448,26.049546
74:83:C2:3D:AD:C9,2023-05-09 01:06:16,2023-05-09 02:53:42,1,10,WPA2, ,PSK,-78, ,0,0.0.0.0,7,My HOME, ,44.278448,26.049546
80:8C:97:30:CC:C0,2023-05-09 01:03:08,2023-05-09 02:54:10,11,10,WPA2, ,PSK,-82, ,0,0.0.0.0,14,DIGI-24-30CCC0, ,44.278448,26.049546
3C:37:86:1F:1A:48,2023-05-09 01:03:13,2023-05-09 02:54:14,2,10,WPA2, ,PSK,-84, ,1,0.0.0.0,9,NETGEAR24, ,44.278448,26.049546
6A:9A:4A:F9:F7:5D,2023-05-09 01:12:49,2023-05-09 02:54:09,5,10,WPA2, ,PSK,-78, ,0,0.0.0.0,17,6A9A4AF9F75D, ,44.278448,26.049546
C6:C9:E3:53:C8:FE,2023-05-09 01:02:41,2023-05-09 02:54:41,3,10,WPA2, ,PSK,-80, ,0,0.0.0.0,17,C6C9E353C8FE, ,44.278448,26.049546
E0:0E:DA:18:A6:C1,2023-05-09 01:13:26,2023-05-09 02:54:52,1,10,WPA2, ,PSK,-82, ,0,0.0.0.0,18,Art Klett - Guests, ,44.278448,26.049546
54:67:51:27:F5:9F,2023-05-09 01:02:52,2023-05-09 02:55:25,11,10,WPA2, ,PSK,-78, ,0,0.0.0.0,10,UPCA5673E2, ,44.278448,26.049546
68:58:11:40:91:C8,2023-05-09 01:07:42,2023-05-09 02:55:35,1,10,WPA2, ,PSK,-82, ,0,0.0.0.0,11,DIGI_4091c8, ,44.278448,26.049546
C6:C9:E3:27:AE:12,2023-05-09 01:11:28,2023-05-09 02:55:19,2,10,WPA2, ,PSK,-80, ,0,0.0.0.0,5,BRC-G, ,44.278448,26.049546
E0:0E:DA:18:A6:C0,2023-05-09 01:07:21,2023-05-09 02:55:51,1,10,WPA2, ,PSK,-84, ,1,0.0.0.0,9,Art Klett, ,44.278448,26.049546
9E:93:4E:43:FB:3F,2023-05-09 01:04:39,2023-05-09 02:57:12,6,60,WPA2, ,PSK,-70, ,0,0.0.0.0,24,DIRECT-CuWorkCentre 3225, ,44.2784480000001,26.0495459999999
94:E4:BA:A2:BA:6B,2023-05-09 01:03:24,2023-05-09 02:58:06,11,10,WPA2, ,PSK,-78, ,0,0.0.0.0,17,94E4BAA2BA6B, ,44.278448,26.049546
24:4B:FE:9D:55:BC,2023-05-09 01:09:22,2023-05-09 02:58:55,100,60,WPA2, ,PSK,-76, ,0,0.0.0.0,9,SCOALA_5G, ,44.2784479999999,26.049546
7A:A2:F4:8B:D6:AD,2023-05-09 01:15:31,2023-05-09 02:58:38,9,10,WPA2, ,PSK,-80, ,0,0.0.0.0,17,7AA2F48BD6AD, ,44.278448,26.049546
72:83:C2:3D:AD:C9,2023-05-09 01:02:19,2023-05-09 02:59:25,1,10,WPA2, ,PSK,-78, ,0,0.0.0.0,17,7283C23DADC9, ,44.2784479999999,26.049546
18:0F:76:38:E9:58,2023-05-09 01:02:36,2023-05-09 02:59:25,6,10,WPA2, ,PSK,-74, ,0,0.0.0.0,16,sebydrums-2.4Ghz, ,44.278448,26.0495459999999
D8:47:32:FA:CB:CF,2023-05-09 01:02:57,2023-05-09 02:59:25,5,10,WPA2, ,PSK,-72, ,0,0.0.0.0,12,TP-Link_CBD0, ,44.278448,26.0495459999999
