BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
30:89:D3:33:E3:43,2023-05-09 11:14:17,2023-05-09 11:14:17,10,10,WPA2, ,PSK,-54, ,0,0.0.0.0,22,Soup\342\200\231s WiFi, ,45.383504,28.020105
42:AA:56:4E:E3:7D,2023-05-09 11:15:27,2023-05-09 11:15:27,1,10,WPA2, ,PSK,-52, ,0,0.0.0.0,15,MiVue_798D_0372, ,45.383504,28.020105
A6:04:50:18:44:17,2023-05-09 11:17:57,2023-05-09 11:18:10,36,60,WPA2, ,PSK,-74, ,0,0.0.0.0,10,My VW 8912, ,45.383504,28.020105
A6:04:50:19:CA:B7,2023-05-09 11:18:04,2023-05-09 11:18:04,6,10,WPA2, ,PSK,-52, ,0,0.0.0.0,10,My VW 8912, ,0,90
08:26:AE:AA:67:B7,2023-05-09 11:18:06,2023-05-09 11:18:25,149,60,WPA2, ,PSK,-64, ,0,0.0.0.0,11,Hotspot3yUs, ,45.383504,28.020105
EE:65:CC:3F:98:A5,2023-05-09 11:18:16,2023-05-09 11:18:21,48,60,WPA2, ,PSK,-77, ,0,0.0.0.0,10,PROJ3f98a5, ,45.383504,28.020105
00:9D:6B:ED:95:8A,2023-05-09 11:18:27,2023-05-09 11:18:47,149,60,WPA2, ,PSK,-57, ,0,0.0.0.0,16,MB Hotspot 61772, ,90,90
5A:D5:0A:FC:CD:49,2023-05-09 11:18:42,2023-05-09 11:18:58,6,10,WPA2, ,PSK,-64, ,19,0.0.0.0,9,VW Passat, ,45.383504,28.020105
B0:F1:EC:EF:05:B7,2023-05-09 11:19:20,2023-05-09 11:19:49,1,10,WPA2, ,PSK,-58, ,0,0.0.0.0,23,midr-cardvr-v1_midev5b7, ,45.383504,28.020105
4A:27:6F:53:02:83,2023-05-09 11:20:14,2023-05-09 11:20:14,11,10,WPA2, ,PSK,-46, ,0,0.0.0.0,18,Galaxy A53 5G AA3A, ,45.383504,28.020105
